batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,lag_1_avg,lag_2_avg,lag_3_avg,lag_1_G,lag_2_G,lag_3_G,lag_1_AB,lag_2_AB,lag_3_AB,lag_1_R,lag_2_R,lag_3_R,lag_1_H,lag_2_H,lag_3_H,lag_1_2B,lag_2_2B,lag_3_2B,lag_1_3B,lag_2_3B,lag_3_3B,lag_1_HR,lag_2_HR,lag_3_HR,lag_1_TB,lag_2_TB,lag_3_TB,lag_1_RBI,lag_2_RBI,lag_3_RBI,lag_1_SB,lag_2_SB,lag_3_SB,lag_1_CS,lag_2_CS,lag_3_CS,lag_1_BB,lag_2_BB,lag_3_BB,lag_1_HBP,lag_2_HBP,lag_3_HBP,lag_1_SO,lag_2_SO,lag_3_SO,lag_1_GDP,lag_2_GDP,lag_3_GDP,lag_1_SLG,lag_2_SLG,lag_3_SLG,lag_1_OBP,lag_2_OBP,lag_3_OBP,lag_1_E,lag_2_E,lag_3_E,1B,1b_luck,2b_luck,3b_luck,lag_1_1b_luck,lag_2_1b_luck,lag_3_1b_luck,lag_1_2b_luck,lag_2_2b_luck,lag_3_2b_luck,lag_1_3b_luck,lag_2_3b_luck,lag_3_3b_luck
105,박경수,2009,LG,0.23800000000000002,106,269,45,64,12,0,8,100,31,6,4,54,7,55,5,0.3720000000000001,0.377,10,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.7490000000000001,0.259,0.23800000000000002,0.21,116.0,115.0,107.0,367.0,248.0,329.0,46.0,32.0,32.0,95.0,59.0,69.0,11.0,8.0,6.0,1.0,3.0,2.0,8.0,3.0,6.0,132.0,82.0,97.0,43.0,19.0,28.0,6.0,10.0,5.0,5.0,3.0,2.0,37.0,33.0,36.0,7.0,5.0,4.0,65.0,42.0,72.0,13.0,9.0,6.0,0.36,0.331,0.295,0.33,0.33799999999999997,0.293,11.0,5.0,9.0,44,0.21359223300970873,0.05825242718446602,0.0,0.25510204081632654,0.22167487684729065,0.21912350597609562,0.03741496598639456,0.03940886699507389,0.02390438247011952,0.003401360544217687,0.014778325123152709,0.00796812749003984
105,박경수,2010,LG,0.26,80,231,33,60,21,0,3,90,21,10,2,30,16,52,3,0.39,0.381,6,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.7709999999999999,0.23800000000000002,0.259,0.23800000000000002,106.0,116.0,115.0,269.0,367.0,248.0,45.0,46.0,32.0,64.0,95.0,59.0,12.0,11.0,8.0,0.0,1.0,3.0,8.0,8.0,3.0,100.0,132.0,82.0,31.0,43.0,19.0,6.0,6.0,10.0,4.0,5.0,3.0,54.0,37.0,33.0,7.0,7.0,5.0,55.0,65.0,42.0,5.0,13.0,9.0,0.3720000000000001,0.36,0.331,0.377,0.33,0.33799999999999997,10.0,11.0,5.0,36,0.20454545454545456,0.11931818181818182,0.0,0.21359223300970873,0.25510204081632654,0.22167487684729065,0.05825242718446602,0.03741496598639456,0.03940886699507389,0.0,0.003401360544217687,0.014778325123152709
105,박경수,2011,LG,0.22699999999999998,111,317,36,72,11,1,4,97,26,10,8,48,7,66,7,0.306,0.33799999999999997,17,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.644,0.26,0.23800000000000002,0.259,80.0,106.0,116.0,231.0,269.0,367.0,33.0,45.0,46.0,60.0,64.0,95.0,21.0,12.0,11.0,0.0,0.0,1.0,3.0,8.0,8.0,90.0,100.0,132.0,21.0,31.0,43.0,10.0,6.0,6.0,2.0,4.0,5.0,30.0,54.0,37.0,16.0,7.0,7.0,52.0,55.0,65.0,3.0,5.0,13.0,0.39,0.3720000000000001,0.36,0.381,0.377,0.33,6.0,10.0,11.0,56,0.22672064777327935,0.044534412955465584,0.004048582995951417,0.20454545454545456,0.21359223300970873,0.25510204081632654,0.11931818181818182,0.05825242718446602,0.03741496598639456,0.0,0.0,0.003401360544217687
105,박경수,2014,LG,0.228,87,162,33,37,6,1,2,51,19,7,1,25,5,33,6,0.315,0.344,10,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.659,,,0.22699999999999998,,,111.0,,,317.0,,,36.0,,,72.0,,,11.0,,,1.0,,,4.0,,,97.0,,,26.0,,,10.0,,,8.0,,,48.0,,,7.0,,,66.0,,,7.0,,,0.306,,,0.33799999999999997,,,17.0,28,0.2204724409448819,0.047244094488188976,0.007874015748031496,,,0.22672064777327935,,,0.044534412955465584,,,0.004048582995951417
105,박경수,2015,KT,0.284,137,440,75,125,30,1,22,223,73,6,4,74,13,115,8,0.507,0.39899999999999997,6,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.9059999999999999,0.228,,,87.0,,,162.0,,,33.0,,,37.0,,,6.0,,,1.0,,,2.0,,,51.0,,,19.0,,,7.0,,,1.0,,,25.0,,,5.0,,,33.0,,,6.0,,,0.315,,,0.344,,,10.0,,,72,0.2376237623762376,0.09900990099009901,0.0033003300330033004,0.2204724409448819,,,0.047244094488188976,,,0.007874015748031496,,
105,박경수,2016,KT,0.313,121,402,64,126,22,1,20,210,80,3,1,65,5,80,9,0.522,0.41200000000000003,13,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.934,0.284,0.228,,137.0,87.0,,440.0,162.0,,75.0,33.0,,125.0,37.0,,30.0,6.0,,1.0,1.0,,22.0,2.0,,223.0,51.0,,73.0,19.0,,6.0,7.0,,4.0,1.0,,74.0,25.0,,13.0,5.0,,115.0,33.0,,8.0,6.0,,0.507,0.315,,0.39899999999999997,0.344,,6.0,10.0,,83,0.27483443708609273,0.0728476821192053,0.0033112582781456954,0.2376237623762376,0.2204724409448819,,0.09900990099009901,0.047244094488188976,,0.0033003300330033004,0.007874015748031496,
105,박경수,2017,KT,0.262,131,442,62,116,27,1,15,190,66,1,2,57,6,118,14,0.43,0.35200000000000004,6,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.782,0.313,0.284,0.228,121.0,137.0,87.0,402.0,440.0,162.0,64.0,75.0,33.0,126.0,125.0,37.0,22.0,30.0,6.0,1.0,1.0,1.0,20.0,22.0,2.0,210.0,223.0,51.0,80.0,73.0,19.0,3.0,6.0,7.0,1.0,4.0,1.0,65.0,74.0,25.0,5.0,13.0,5.0,80.0,115.0,33.0,9.0,8.0,6.0,0.522,0.507,0.315,0.41200000000000003,0.39899999999999997,0.344,13.0,6.0,10.0,73,0.23624595469255663,0.08737864077669903,0.003236245954692557,0.27483443708609273,0.2376237623762376,0.2204724409448819,0.0728476821192053,0.09900990099009901,0.047244094488188976,0.0033112582781456954,0.0033003300330033004,0.007874015748031496
105,박경수,2018,KT,0.262,135,458,65,120,21,0,25,216,74,4,1,58,9,129,16,0.47200000000000003,0.354,14,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.826,0.262,0.313,0.284,131.0,121.0,137.0,442.0,402.0,440.0,62.0,64.0,75.0,116.0,126.0,125.0,27.0,22.0,30.0,1.0,1.0,1.0,15.0,20.0,22.0,190.0,210.0,223.0,66.0,80.0,73.0,1.0,3.0,6.0,2.0,1.0,4.0,57.0,65.0,74.0,6.0,5.0,13.0,118.0,80.0,115.0,14.0,9.0,8.0,0.43,0.522,0.507,0.35200000000000004,0.41200000000000003,0.39899999999999997,6.0,13.0,6.0,74,0.24342105263157895,0.06907894736842106,0.0,0.23624595469255663,0.27483443708609273,0.2376237623762376,0.08737864077669903,0.0728476821192053,0.09900990099009901,0.003236245954692557,0.0033112582781456954,0.0033003300330033004
106,박계현,2014,SK,0.341,62,129,23,44,9,0,0,53,13,7,3,8,0,24,2,0.4108527131782946,0.3795620437956204,6,,1992년 03월 08일,,광주대성초-전라중-군산상고,,0.7904147569739151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.3333333333333333,0.08571428571428572,0.0,,,,,,,,,
106,박계현,2015,SK,0.231,97,264,27,61,2,0,0,63,21,10,8,20,4,45,1,0.23863636363636365,0.2951388888888889,10,,1992년 03월 08일,,광주대성초-전라중-군산상고,,0.5337752525252526,0.341,,,62.0,,,129.0,,,23.0,,,44.0,,,9.0,,,0.0,,,0.0,,,53.0,,,13.0,,,7.0,,,3.0,,,8.0,,,0.0,,,24.0,,,2.0,,,0.4108527131782946,,,0.3795620437956204,,,6.0,,,59,0.2694063926940639,0.0091324200913242,0.0,0.3333333333333333,,,0.08571428571428572,,,0.0,,
107,박광열,2015,NC,0.28600000000000003,33,21,2,6,1,0,0,7,3,0,1,0,0,6,1,0.33299999999999996,0.273,0,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.6060000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.3333333333333333,0.06666666666666667,0.0,,,,,,,,,
107,박광열,2016,NC,0.4,13,15,0,6,0,0,0,6,0,0,0,0,0,3,1,0.4,0.4,2,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.8,0.28600000000000003,,,33.0,,,21.0,,,2.0,,,6.0,,,1.0,,,0.0,,,0.0,,,7.0,,,3.0,,,0.0,,,1.0,,,0.0,,,0.0,,,6.0,,,1.0,,,0.33299999999999996,,,0.273,,,0.0,,,6,0.5,0.0,0.0,0.3333333333333333,,,0.06666666666666667,,,0.0,,
107,박광열,2017,NC,0.19,60,63,5,12,7,1,1,24,1,0,0,2,0,18,3,0.381,0.215,1,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.596,0.4,0.28600000000000003,,13.0,33.0,,15.0,21.0,,0.0,2.0,,6.0,6.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,,6.0,7.0,,0.0,3.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,,3.0,6.0,,1.0,1.0,,0.4,0.33299999999999996,,0.4,0.273,,2.0,0.0,,3,0.06818181818181818,0.1590909090909091,0.022727272727272728,0.5,0.3333333333333333,,0.0,0.06666666666666667,,0.0,0.0,
107,박광열,2018,NC,0.16,27,25,3,4,0,0,0,4,1,0,0,4,0,9,0,0.16,0.276,1,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.4360000000000001,0.19,0.4,0.28600000000000003,60.0,13.0,33.0,63.0,15.0,21.0,5.0,0.0,2.0,12.0,6.0,6.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,6.0,3.0,1.0,1.0,0.381,0.4,0.33299999999999996,0.215,0.4,0.273,1.0,2.0,0.0,4,0.25,0.0,0.0,0.06818181818181818,0.5,0.3333333333333333,0.1590909090909091,0.0,0.06666666666666667,0.022727272727272728,0.0,0.0
108,박기남,2004,LG,0.235,38,34,4,8,0,0,0,8,3,0,0,4,0,11,0,0.2352941176470588,0.3157894736842105,1,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.5510835913312693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.34782608695652173,0.0,0.0,,,,,,,,,
108,박기남,2005,LG,0.272,56,136,20,37,2,0,4,51,16,0,1,19,2,36,2,0.375,0.3694267515923567,4,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.7444267515923566,0.235,,,38.0,,,34.0,,,4.0,,,8.0,,,0.0,,,0.0,,,0.0,,,8.0,,,3.0,,,0.0,,,0.0,,,4.0,,,0.0,,,11.0,,,0.0,,,0.2352941176470588,,,0.3157894736842105,,,1.0,,,31,0.3229166666666667,0.020833333333333332,0.0,0.34782608695652173,,,0.0,,,0.0,,
108,박기남,2006,LG,0.243,74,152,19,37,2,0,4,51,15,0,0,14,0,29,1,0.3355263157894737,0.3072289156626506,6,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.6427552314521243,0.272,0.235,,56.0,38.0,,136.0,34.0,,20.0,4.0,,37.0,8.0,,2.0,0.0,,0.0,0.0,,4.0,0.0,,51.0,8.0,,16.0,3.0,,0.0,0.0,,1.0,0.0,,19.0,4.0,,2.0,0.0,,36.0,11.0,,2.0,0.0,,0.375,0.2352941176470588,,0.3694267515923567,0.3157894736842105,,4.0,1.0,,31,0.2605042016806723,0.01680672268907563,0.0,0.3229166666666667,0.34782608695652173,,0.020833333333333332,0.0,,0.0,0.0,
108,박기남,2009,KIA,0.17600000000000002,104,68,16,12,5,0,0,17,3,2,0,13,0,14,3,0.25,0.308641975308642,6,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.5586419753086421,,,0.243,,,74.0,,,152.0,,,19.0,,,37.0,,,2.0,,,0.0,,,4.0,,,51.0,,,15.0,,,0.0,,,0.0,,,14.0,,,0.0,,,29.0,,,1.0,,,0.3355263157894737,,,0.3072289156626506,,,6.0,7,0.12962962962962962,0.09259259259259259,0.0,,,0.2605042016806723,,,0.01680672268907563,,,0.0
108,박기남,2010,KIA,0.272,76,147,26,40,6,0,3,55,24,3,3,18,3,27,1,0.3741496598639456,0.3630952380952381,5,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.7372448979591837,0.17600000000000002,,,104.0,,,68.0,,,16.0,,,12.0,,,5.0,,,0.0,,,0.0,,,17.0,,,3.0,,,2.0,,,0.0,,,13.0,,,0.0,,,14.0,,,3.0,,,0.25,,,0.308641975308642,,,6.0,,,31,0.26495726495726496,0.05128205128205128,0.0,0.12962962962962962,,,0.09259259259259259,,,0.0,,
108,박기남,2011,KIA,0.22399999999999998,85,152,23,34,9,0,3,52,16,4,2,20,4,31,7,0.34210526315789475,0.3295454545454545,2,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.6716507177033493,0.272,0.17600000000000002,,76.0,104.0,,147.0,68.0,,26.0,16.0,,40.0,12.0,,6.0,5.0,,0.0,0.0,,3.0,0.0,,55.0,17.0,,24.0,3.0,,3.0,2.0,,3.0,0.0,,18.0,13.0,,3.0,0.0,,27.0,14.0,,1.0,3.0,,0.3741496598639456,0.25,,0.3630952380952381,0.308641975308642,,5.0,6.0,,22,0.1864406779661017,0.07627118644067797,0.0,0.26495726495726496,0.12962962962962962,,0.05128205128205128,0.09259259259259259,,0.0,0.0,
108,박기남,2012,KIA,0.253,99,225,28,57,16,0,2,79,25,1,0,27,5,34,1,0.3511111111111111,0.3463035019455253,4,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.6974146130566363,0.22399999999999998,0.272,0.17600000000000002,85.0,76.0,104.0,152.0,147.0,68.0,23.0,26.0,16.0,34.0,40.0,12.0,9.0,6.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,52.0,55.0,17.0,16.0,24.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,20.0,18.0,13.0,4.0,3.0,0.0,31.0,27.0,14.0,7.0,1.0,3.0,0.34210526315789475,0.3741496598639456,0.25,0.3295454545454545,0.3630952380952381,0.308641975308642,2.0,5.0,6.0,39,0.20634920634920634,0.08465608465608465,0.0,0.1864406779661017,0.26495726495726496,0.12962962962962962,0.07627118644067797,0.05128205128205128,0.09259259259259259,0.0,0.0,0.0
108,박기남,2013,KIA,0.287,91,174,35,50,11,0,4,73,21,2,0,25,2,28,4,0.4195402298850575,0.38308457711442784,8,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.8026248069994852,0.253,0.22399999999999998,0.272,99.0,85.0,76.0,225.0,152.0,147.0,28.0,23.0,26.0,57.0,34.0,40.0,16.0,9.0,6.0,0.0,0.0,0.0,2.0,3.0,3.0,79.0,52.0,55.0,25.0,16.0,24.0,1.0,4.0,3.0,0.0,2.0,3.0,27.0,20.0,18.0,5.0,4.0,3.0,34.0,31.0,27.0,1.0,7.0,1.0,0.3511111111111111,0.34210526315789475,0.3741496598639456,0.3463035019455253,0.3295454545454545,0.3630952380952381,4.0,2.0,5.0,35,0.24647887323943662,0.07746478873239436,0.0,0.20634920634920634,0.1864406779661017,0.26495726495726496,0.08465608465608465,0.07627118644067797,0.05128205128205128,0.0,0.0,0.0
108,박기남,2014,KIA,0.287,90,171,21,49,9,0,3,67,21,2,5,22,2,25,5,0.391812865497076,0.3743589743589744,5,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.7661718398560504,0.287,0.253,0.22399999999999998,91.0,99.0,85.0,174.0,225.0,152.0,35.0,28.0,23.0,50.0,57.0,34.0,11.0,16.0,9.0,0.0,0.0,0.0,4.0,2.0,3.0,73.0,79.0,52.0,21.0,25.0,16.0,2.0,1.0,4.0,0.0,0.0,2.0,25.0,27.0,20.0,2.0,5.0,4.0,28.0,34.0,31.0,4.0,1.0,7.0,0.4195402298850575,0.3511111111111111,0.34210526315789475,0.38308457711442784,0.3463035019455253,0.3295454545454545,8.0,4.0,2.0,37,0.25874125874125875,0.06293706293706294,0.0,0.24647887323943662,0.20634920634920634,0.1864406779661017,0.07746478873239436,0.08465608465608465,0.07627118644067797,0.0,0.0,0.0
108,박기남,2015,KIA,0.203,51,69,8,14,3,0,0,17,3,1,1,21,0,19,3,0.2463768115942029,0.3888888888888889,1,,1981년 08월 14일,,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,0.6352657004830918,0.287,0.287,0.253,90.0,91.0,99.0,171.0,174.0,225.0,21.0,35.0,28.0,49.0,50.0,57.0,9.0,11.0,16.0,0.0,0.0,0.0,3.0,4.0,2.0,67.0,73.0,79.0,21.0,21.0,25.0,2.0,2.0,1.0,5.0,0.0,0.0,22.0,25.0,27.0,2.0,2.0,5.0,25.0,28.0,34.0,5.0,4.0,1.0,0.391812865497076,0.4195402298850575,0.3511111111111111,0.3743589743589744,0.38308457711442784,0.3463035019455253,5.0,8.0,4.0,11,0.22,0.06,0.0,0.25874125874125875,0.24647887323943662,0.20634920634920634,0.06293706293706294,0.07746478873239436,0.08465608465608465,0.0,0.0,0.0
109,박기혁,2000,롯데,0.33299999999999996,5,3,1,1,0,0,0,1,1,0,0,0,0,2,0,0.0,0.0,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,,,,,,,,,
109,박기혁,2001,롯데,0.14300000000000002,47,56,10,8,3,0,1,14,7,2,1,3,0,11,1,0.25,0.183,3,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.433,0.33299999999999996,,,5.0,,,3.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4,0.09090909090909091,0.06818181818181818,0.0,1.0,,,0.0,,,0.0,,
109,박기혁,2002,롯데,0.243,66,136,15,33,6,0,0,39,8,6,2,9,0,38,6,0.287,0.29,10,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.5770000000000001,0.14300000000000002,0.33299999999999996,,47.0,5.0,,56.0,3.0,,10.0,1.0,,8.0,1.0,,3.0,0.0,,0.0,0.0,,1.0,0.0,,14.0,1.0,,7.0,1.0,,2.0,0.0,,1.0,0.0,,3.0,0.0,,0.0,0.0,,11.0,2.0,,1.0,0.0,,0.25,0.0,,0.183,0.0,,3.0,0.0,,27,0.2755102040816326,0.061224489795918366,0.0,0.09090909090909091,1.0,,0.06818181818181818,0.0,,0.0,0.0,
109,박기혁,2003,롯데,0.24600000000000002,95,281,34,69,10,2,4,95,32,7,4,20,2,42,9,0.33799999999999997,0.298,16,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.636,0.243,0.14300000000000002,0.33299999999999996,66.0,47.0,5.0,136.0,56.0,3.0,15.0,10.0,1.0,33.0,8.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,14.0,1.0,8.0,7.0,1.0,6.0,2.0,0.0,2.0,1.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,38.0,11.0,2.0,6.0,1.0,0.0,0.287,0.25,0.0,0.29,0.183,0.0,10.0,3.0,0.0,53,0.225531914893617,0.0425531914893617,0.00851063829787234,0.2755102040816326,0.09090909090909091,1.0,0.061224489795918366,0.06818181818181818,0.0,0.0,0.0,0.0
109,박기혁,2004,롯데,0.203,131,340,35,69,7,2,6,98,35,11,4,30,3,75,8,0.28800000000000003,0.273,13,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.5609999999999999,0.24600000000000002,0.243,0.14300000000000002,95.0,66.0,47.0,281.0,136.0,56.0,34.0,15.0,10.0,69.0,33.0,8.0,10.0,6.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,95.0,39.0,14.0,32.0,8.0,7.0,7.0,6.0,2.0,4.0,2.0,1.0,20.0,9.0,3.0,2.0,0.0,0.0,42.0,38.0,11.0,9.0,6.0,1.0,0.33799999999999997,0.287,0.25,0.298,0.29,0.183,16.0,10.0,3.0,54,0.2084942084942085,0.02702702702702703,0.007722007722007722,0.225531914893617,0.2755102040816326,0.09090909090909091,0.0425531914893617,0.061224489795918366,0.06818181818181818,0.00851063829787234,0.0,0.0
109,박기혁,2005,롯데,0.278,114,335,44,93,13,3,3,121,27,8,3,36,1,61,5,0.361,0.349,19,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.71,0.203,0.24600000000000002,0.243,131.0,95.0,66.0,340.0,281.0,136.0,35.0,34.0,15.0,69.0,69.0,33.0,7.0,10.0,6.0,2.0,2.0,0.0,6.0,4.0,0.0,98.0,95.0,39.0,35.0,32.0,8.0,11.0,7.0,6.0,4.0,4.0,2.0,30.0,20.0,9.0,3.0,2.0,0.0,75.0,42.0,38.0,8.0,9.0,6.0,0.28800000000000003,0.33799999999999997,0.287,0.273,0.298,0.29,13.0,16.0,10.0,74,0.2730627306273063,0.04797047970479705,0.01107011070110701,0.2084942084942085,0.225531914893617,0.2755102040816326,0.02702702702702703,0.0425531914893617,0.061224489795918366,0.007722007722007722,0.00851063829787234,0.0
109,박기혁,2006,롯데,0.252,117,310,26,78,14,0,0,92,25,8,8,33,3,53,7,0.297,0.32899999999999996,5,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.626,0.278,0.203,0.24600000000000002,114.0,131.0,95.0,335.0,340.0,281.0,44.0,35.0,34.0,93.0,69.0,69.0,13.0,7.0,10.0,3.0,2.0,2.0,3.0,6.0,4.0,121.0,98.0,95.0,27.0,35.0,32.0,8.0,11.0,7.0,3.0,4.0,4.0,36.0,30.0,20.0,1.0,3.0,2.0,61.0,75.0,42.0,5.0,8.0,9.0,0.361,0.28800000000000003,0.33799999999999997,0.349,0.273,0.298,19.0,13.0,16.0,64,0.2490272373540856,0.054474708171206226,0.0,0.2730627306273063,0.2084942084942085,0.225531914893617,0.04797047970479705,0.02702702702702703,0.0425531914893617,0.01107011070110701,0.007722007722007722,0.00851063829787234
109,박기혁,2007,롯데,0.222,108,266,26,59,8,1,1,72,24,5,4,34,3,44,5,0.271,0.313,11,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.5840000000000001,0.252,0.278,0.203,117.0,114.0,131.0,310.0,335.0,340.0,26.0,44.0,35.0,78.0,93.0,69.0,14.0,13.0,7.0,0.0,3.0,2.0,0.0,3.0,6.0,92.0,121.0,98.0,25.0,27.0,35.0,8.0,8.0,11.0,8.0,3.0,4.0,33.0,36.0,30.0,3.0,1.0,3.0,53.0,61.0,75.0,7.0,5.0,8.0,0.297,0.361,0.28800000000000003,0.32899999999999996,0.349,0.273,5.0,19.0,13.0,49,0.22171945701357465,0.03619909502262444,0.004524886877828055,0.2490272373540856,0.2730627306273063,0.2084942084942085,0.054474708171206226,0.04797047970479705,0.02702702702702703,0.0,0.01107011070110701,0.007722007722007722
109,박기혁,2008,롯데,0.29100000000000004,113,351,47,102,13,1,1,120,36,16,7,40,2,47,6,0.342,0.364,18,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.706,0.222,0.252,0.278,108.0,117.0,114.0,266.0,310.0,335.0,26.0,26.0,44.0,59.0,78.0,93.0,8.0,14.0,13.0,1.0,0.0,3.0,1.0,0.0,3.0,72.0,92.0,121.0,24.0,25.0,27.0,5.0,8.0,8.0,4.0,8.0,3.0,34.0,33.0,36.0,3.0,3.0,1.0,44.0,53.0,61.0,5.0,7.0,5.0,0.271,0.297,0.361,0.313,0.32899999999999996,0.349,11.0,5.0,19.0,87,0.2871287128712871,0.0429042904290429,0.0033003300330033004,0.22171945701357465,0.2490272373540856,0.2730627306273063,0.03619909502262444,0.054474708171206226,0.04797047970479705,0.004524886877828055,0.0,0.01107011070110701
109,박기혁,2009,롯데,0.217,109,299,32,65,10,1,0,77,21,7,6,28,1,61,13,0.258,0.28300000000000003,16,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.5409999999999999,0.29100000000000004,0.222,0.252,113.0,108.0,117.0,351.0,266.0,310.0,47.0,26.0,26.0,102.0,59.0,78.0,13.0,8.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0,120.0,72.0,92.0,36.0,24.0,25.0,16.0,5.0,8.0,7.0,4.0,8.0,40.0,34.0,33.0,2.0,3.0,3.0,47.0,44.0,53.0,6.0,5.0,7.0,0.342,0.271,0.297,0.364,0.313,0.32899999999999996,18.0,11.0,5.0,54,0.226890756302521,0.04201680672268908,0.004201680672268907,0.2871287128712871,0.22171945701357465,0.2490272373540856,0.0429042904290429,0.03619909502262444,0.054474708171206226,0.0033003300330033004,0.004524886877828055,0.0
109,박기혁,2010,롯데,0.21600000000000005,48,153,10,33,3,0,0,36,13,2,0,6,1,18,5,0.235,0.248,10,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.483,0.217,0.29100000000000004,0.222,109.0,113.0,108.0,299.0,351.0,266.0,32.0,47.0,26.0,65.0,102.0,59.0,10.0,13.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,77.0,120.0,72.0,21.0,36.0,24.0,7.0,16.0,5.0,6.0,7.0,4.0,28.0,40.0,34.0,1.0,2.0,3.0,61.0,47.0,44.0,13.0,6.0,5.0,0.258,0.342,0.271,0.28300000000000003,0.364,0.313,16.0,18.0,11.0,30,0.2222222222222222,0.022222222222222223,0.0,0.226890756302521,0.2871287128712871,0.22171945701357465,0.04201680672268908,0.0429042904290429,0.03619909502262444,0.004201680672268907,0.0033003300330033004,0.004524886877828055
