batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,1B,1b_luck,2b_luck,3b_luck,lag_1_avg,lag_2_avg,lag_3_avg,lag_1_G,lag_2_G,lag_3_G,lag_1_AB,lag_2_AB,lag_3_AB,lag_1_R,lag_2_R,lag_3_R,lag_1_H,lag_2_H,lag_3_H,lag_1_2B,lag_2_2B,lag_3_2B,lag_1_3B,lag_2_3B,lag_3_3B,lag_1_HR,lag_2_HR,lag_3_HR,lag_1_TB,lag_2_TB,lag_3_TB,lag_1_RBI,lag_2_RBI,lag_3_RBI,lag_1_SB,lag_2_SB,lag_3_SB,lag_1_CS,lag_2_CS,lag_3_CS,lag_1_BB,lag_2_BB,lag_3_BB,lag_1_HBP,lag_2_HBP,lag_3_HBP,lag_1_SO,lag_2_SO,lag_3_SO,lag_1_GDP,lag_2_GDP,lag_3_GDP,lag_1_SLG,lag_2_SLG,lag_3_SLG,lag_1_OBP,lag_2_OBP,lag_3_OBP,lag_1_E,lag_2_E,lag_3_E,lag_1_1b_luck,lag_2_1b_luck,lag_3_1b_luck,lag_1_2b_luck,lag_2_2b_luck,lag_3_2b_luck,lag_1_3b_luck,lag_2_3b_luck,lag_3_3b_luck
45,김성현,2014,SK,0.263,11,19,4,5,1,1,0,8,3,0,0,2,1,3,0,0.42100000000000004,0.348,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,7000만원,0.7689999999999999,3,0.1875,0.0625,0.0625,0.235,0.200,0.429,10.0,8.0,8.0,17.0,5.0,21.0,3.0,0.0,3.0,4.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.235,0.4,0.524,0.278,0.429,0.478,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2,0.09523809523809523,0.0,0.0,0.0
45,김성현,2015,SK,0.167,9,24,3,4,0,0,0,4,0,0,1,1,1,7,0,0.16699999999999998,0.231,1,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,7000만원,0.39799999999999996,4,0.23529411764705882,0.0,0.0,0.263,0.235,0.200,11.0,10.0,8.0,19.0,17.0,5.0,4.0,3.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.42100000000000004,0.235,0.4,0.348,0.278,0.429,0.0,0.0,0.0,0.1875,0.3333333333333333,0.0,0.0625,0.0,0.2,0.0625,0.0,0.0
45,김성현,2016,SK,0.250,11,28,3,7,0,0,0,7,1,0,1,3,2,6,0,0.25,0.364,1,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,7000만원,0.614,7,0.3181818181818182,0.0,0.0,0.167,0.263,0.235,9.0,11.0,10.0,24.0,19.0,17.0,3.0,4.0,3.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,7.0,3.0,5.0,0.0,0.0,1.0,0.16699999999999998,0.42100000000000004,0.235,0.231,0.348,0.278,1.0,0.0,0.0,0.23529411764705882,0.1875,0.3333333333333333,0.0,0.0625,0.0,0.0,0.0625,0.0
45,김성현,2017,SK,0.167,5,12,1,2,1,0,0,3,1,0,0,2,0,1,1,0.25,0.28600000000000003,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,7000만원,0.536,1,0.09090909090909091,0.09090909090909091,0.0,0.250,0.167,0.263,11.0,9.0,11.0,28.0,24.0,19.0,3.0,3.0,4.0,7.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,7.0,3.0,0.0,0.0,0.0,0.25,0.16699999999999998,0.42100000000000004,0.364,0.231,0.348,1.0,1.0,0.0,0.3181818181818182,0.23529411764705882,0.1875,0.0,0.0,0.0625,0.0,0.0,0.0625
45,김성현,2018,SK,0.063,6,16,0,1,0,0,0,1,0,0,0,2,0,0,0,0.063,0.16699999999999998,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,7000만원,0.23,1,0.0625,0.0,0.0,0.167,0.250,0.167,5.0,11.0,9.0,12.0,28.0,24.0,1.0,3.0,3.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,6.0,7.0,1.0,0.0,0.0,0.25,0.25,0.16699999999999998,0.28600000000000003,0.364,0.231,0.0,1.0,1.0,0.09090909090909091,0.3181818181818182,0.23529411764705882,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
46,김성훈,2016,삼성,-,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,172cm/68kg,1993년 10월 27일,내야수(우투좌타),길동초-건대부중-청원고-문화예술대,6000만원,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,김성훈,2018,삼성,0.091,5,11,0,1,0,0,0,1,0,0,1,1,0,5,0,0.091,0.16699999999999998,2,172cm/68kg,1993년 10월 27일,내야수(우투좌타),길동초-건대부중-청원고-문화예술대,6000만원,0.258,1,0.16666666666666666,0.0,0.0,,-,,,2.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,
48,김용의,2008,LG,0.333,9,15,2,5,1,0,0,6,2,3,0,0,1,3,1,0.4,0.375,0,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.775,4,0.3333333333333333,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,김용의,2012,LG,0.421,13,19,3,8,0,0,1,11,1,0,2,3,0,7,0,0.579,0.5,1,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,1.079,7,0.6363636363636364,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,김용의,2013,LG,0.348,9,23,0,8,5,0,0,13,4,0,0,2,0,4,0,0.565,0.4,1,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.965,3,0.15789473684210525,0.2631578947368421,0.0,0.421,,,13.0,,,19.0,,,3.0,,,8.0,,,0.0,,,0.0,,,1.0,,,11.0,,,1.0,,,0.0,,,2.0,,,3.0,,,0.0,,,7.0,,,0.0,,,0.579,,,0.5,,,1.0,,,0.6363636363636364,,,0.0,,,0.0,,
48,김용의,2014,LG,0.192,10,26,3,5,0,0,0,5,0,2,0,1,0,5,1,0.192,0.222,0,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.414,5,0.23809523809523808,0.0,0.0,0.348,0.421,,9.0,13.0,,23.0,19.0,,0.0,3.0,,8.0,8.0,,5.0,0.0,,0.0,0.0,,0.0,1.0,,13.0,11.0,,4.0,1.0,,0.0,0.0,,0.0,2.0,,2.0,3.0,,0.0,0.0,,4.0,7.0,,0.0,0.0,,0.565,0.579,,0.4,0.5,,1.0,1.0,,0.15789473684210525,0.6363636363636364,,0.2631578947368421,0.0,,0.0,0.0,
48,김용의,2015,LG,0.217,12,23,2,5,1,1,0,8,1,2,1,5,0,6,1,0.348,0.345,1,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.693,3,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.192,0.348,0.421,10.0,9.0,13.0,26.0,23.0,19.0,3.0,0.0,3.0,5.0,8.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,11.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,5.0,4.0,7.0,1.0,0.0,0.0,0.192,0.565,0.579,0.222,0.4,0.5,0.0,1.0,1.0,0.23809523809523808,0.15789473684210525,0.6363636363636364,0.0,0.2631578947368421,0.0,0.0,0.0,0.0
48,김용의,2016,LG,0.143,10,14,3,2,1,0,0,3,2,3,1,5,0,5,0,0.214,0.368,0,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.5820000000000001,1,0.1111111111111111,0.1111111111111111,0.0,0.217,0.192,0.348,12.0,10.0,9.0,23.0,26.0,23.0,2.0,3.0,0.0,5.0,5.0,8.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,13.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,6.0,5.0,4.0,1.0,1.0,0.0,0.348,0.192,0.565,0.345,0.222,0.4,1.0,0.0,1.0,0.17647058823529413,0.23809523809523808,0.15789473684210525,0.058823529411764705,0.0,0.2631578947368421,0.058823529411764705,0.0,0.0
48,김용의,2017,LG,0.217,12,23,3,5,1,0,0,6,1,3,3,4,1,3,1,0.261,0.35700000000000004,0,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.618,4,0.2,0.05,0.0,0.143,0.217,0.192,10.0,12.0,10.0,14.0,23.0,26.0,3.0,2.0,3.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,1.0,1.0,0.214,0.348,0.192,0.368,0.345,0.222,0.0,1.0,0.0,0.1111111111111111,0.17647058823529413,0.23809523809523808,0.1111111111111111,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0
48,김용의,2018,LG,0.000,7,6,1,0,0,0,0,0,0,2,2,3,0,2,0,0.0,0.33299999999999996,0,187cm/74kg,1985년 08월 20일,외야수(우투좌타),사당초-선린중-선린인터넷고-고려대-두산,5000만원,0.33299999999999996,0,0.0,0.0,0.0,0.217,0.143,0.217,12.0,10.0,12.0,23.0,14.0,23.0,3.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,8.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,1.0,0.0,0.0,3.0,5.0,6.0,1.0,0.0,1.0,0.261,0.214,0.348,0.35700000000000004,0.368,0.345,0.0,0.0,1.0,0.2,0.1111111111111111,0.17647058823529413,0.05,0.1111111111111111,0.058823529411764705,0.0,0.0,0.058823529411764705
51,김응민,2014,두산,0.000,6,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,178cm/90kg,1991년 10월 22일,포수(우투우타),서울이수초-건대부중-중앙고-두산-삼성-상무,,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,김인태,2017,두산,0.588,7,17,8,10,3,2,0,17,4,0,0,6,0,2,1,1.0,0.667,0,178cm/78kg,1994년 07월 03일,외야수(좌투좌타),포항제철서초-천안북중-북일고-두산-경찰,20000만원,1.6669999999999998,5,0.3333333333333333,0.2,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,김재성,2015,LG,0.000,8,7,1,0,0,0,0,0,1,0,0,1,0,2,0,0.0,0.111,0,185cm/85kg,1996년 10월 30일,포수(우투좌타),신광초-성남중-덕수고-LG-경찰,20000만원,0.111,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,김재율,2012,LG,0.250,5,12,3,3,0,0,2,9,2,0,0,0,0,0,1,0.75,0.25,0,186cm/90kg,1989년 01월 14일,내야수(우투우타),부산중앙초-충장중-광주제일고-고려대-LG-경찰,6000만원,1.0,1,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,김재율,2015,LG,0.000,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,186cm/90kg,1989년 01월 14일,내야수(우투우타),부산중앙초-충장중-광주제일고-고려대-LG-경찰,6000만원,0.0,0,0.0,0.0,0.0,,,0.250,,,5.0,,,12.0,,,3.0,,,3.0,,,0.0,,,0.0,,,2.0,,,9.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.75,,,0.25,,,0.0,,,0.1,,,0.0,,,0.0
55,김재율,2016,LG,0.182,6,11,2,2,0,0,0,2,0,0,0,1,0,3,1,0.182,0.25,0,186cm/90kg,1989년 01월 14일,내야수(우투우타),부산중앙초-충장중-광주제일고-고려대-LG-경찰,6000만원,0.4320000000000001,2,0.25,0.0,0.0,0.000,,,4.0,,,7.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
55,김재율,2017,LG,0.222,5,9,0,2,0,0,0,2,1,0,1,0,0,3,0,0.222,0.222,0,186cm/90kg,1989년 01월 14일,내야수(우투우타),부산중앙초-충장중-광주제일고-고려대-LG-경찰,6000만원,0.444,2,0.3333333333333333,0.0,0.0,0.182,0.000,,6.0,4.0,,11.0,7.0,,2.0,0.0,,2.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,,3.0,1.0,,1.0,0.0,,0.182,0.0,,0.25,0.0,,0.0,0.0,,0.25,0.0,,0.0,0.0,,0.0,0.0,
55,김재율,2018,LG,0.125,4,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0.125,0.125,0,186cm/90kg,1989년 01월 14일,내야수(우투우타),부산중앙초-충장중-광주제일고-고려대-LG-경찰,6000만원,0.25,1,0.125,0.0,0.0,0.222,0.182,0.000,5.0,6.0,4.0,9.0,11.0,7.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.222,0.182,0.0,0.222,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,김재현,2014,삼성,0.333,10,3,1,1,0,0,0,1,2,1,0,0,0,1,0,0.33299999999999996,0.33299999999999996,1,176cm/76kg,1991년 08월 30일,내야수(우투우타),홍파초(도봉리틀)-건대부중-배명고-한양대-삼성-경찰,6000만원,0.6659999999999999,1,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,김재현,2015,삼성,0.364,12,11,1,4,0,0,0,4,2,0,0,0,0,4,0,0.364,0.364,0,176cm/76kg,1991년 08월 30일,내야수(우투우타),홍파초(도봉리틀)-건대부중-배명고-한양대-삼성-경찰,6000만원,0.728,4,0.5714285714285714,0.0,0.0,0.333,,,10.0,,,3.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,2.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.33299999999999996,,,0.33299999999999996,,,1.0,,,0.5,,,0.0,,,0.0,,
56,김재현,2016,삼성,0.273,16,22,5,6,0,0,0,6,4,0,1,1,0,2,2,0.273,0.292,0,176cm/76kg,1991년 08월 30일,내야수(우투우타),홍파초(도봉리틀)-건대부중-배명고-한양대-삼성-경찰,6000만원,0.565,6,0.3,0.0,0.0,0.364,0.333,,12.0,10.0,,11.0,3.0,,1.0,1.0,,4.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,1.0,,2.0,2.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,1.0,,0.0,0.0,,0.364,0.33299999999999996,,0.364,0.33299999999999996,,0.0,1.0,,0.5714285714285714,0.5,,0.0,0.0,,0.0,0.0,
57,김재호,2004,두산,0.286,13,21,2,6,0,0,0,6,2,1,1,0,0,11,0,0.28600000000000003,0.28600000000000003,1,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.5720000000000001,6,0.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,김재호,2005,두산,0.048,13,21,2,1,0,0,0,1,0,0,0,3,0,5,0,0.048,0.16699999999999998,1,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.215,1,0.0625,0.0,0.0,0.286,,,13.0,,,21.0,,,2.0,,,6.0,,,0.0,,,0.0,,,0.0,,,6.0,,,2.0,,,1.0,,,1.0,,,0.0,,,0.0,,,11.0,,,0.0,,,0.28600000000000003,,,0.28600000000000003,,,1.0,,,0.6,,,0.0,,,0.0,,
57,김재호,2008,두산,0.207,10,29,3,6,1,0,0,7,1,0,0,4,0,2,2,0.24100000000000002,0.303,1,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.544,5,0.18518518518518517,0.037037037037037035,0.0,,,0.048,,,13.0,,,21.0,,,2.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,,,5.0,,,0.0,,,0.048,,,0.16699999999999998,,,1.0,,,0.0625,,,0.0,,,0.0
57,김재호,2009,두산,0.226,12,31,2,7,1,2,0,12,4,1,0,1,0,2,1,0.387,0.242,4,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.629,4,0.13793103448275862,0.034482758620689655,0.06896551724137931,0.207,,,10.0,,,29.0,,,3.0,,,6.0,,,1.0,,,0.0,,,0.0,,,7.0,,,1.0,,,0.0,,,0.0,,,4.0,,,0.0,,,2.0,,,2.0,,,0.24100000000000002,,,0.303,,,1.0,,,0.18518518518518517,,,0.037037037037037035,,,0.0,,
57,김재호,2010,두산,0.300,11,10,2,3,2,0,0,5,2,0,0,3,0,2,0,0.5,0.429,0,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.929,1,0.125,0.25,0.0,0.226,0.207,,12.0,10.0,,31.0,29.0,,2.0,3.0,,7.0,6.0,,1.0,1.0,,2.0,0.0,,0.0,0.0,,12.0,7.0,,4.0,1.0,,1.0,0.0,,0.0,0.0,,1.0,4.0,,0.0,0.0,,2.0,2.0,,1.0,2.0,,0.387,0.24100000000000002,,0.242,0.303,,4.0,1.0,,0.13793103448275862,0.18518518518518517,,0.034482758620689655,0.037037037037037035,,0.06896551724137931,0.0,
57,김재호,2011,두산,0.190,12,21,0,4,0,0,0,4,1,1,0,2,0,3,1,0.19,0.261,1,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.451,4,0.2222222222222222,0.0,0.0,0.300,0.226,0.207,11.0,12.0,10.0,10.0,31.0,29.0,2.0,2.0,3.0,3.0,7.0,6.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,0.5,0.387,0.24100000000000002,0.429,0.242,0.303,0.0,4.0,1.0,0.125,0.13793103448275862,0.18518518518518517,0.25,0.034482758620689655,0.037037037037037035,0.0,0.06896551724137931,0.0
57,김재호,2012,두산,0.000,10,12,0,0,0,0,0,0,0,0,0,1,0,5,0,0.0,0.077,0,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.077,0,0.0,0.0,0.0,0.190,0.300,0.226,12.0,11.0,12.0,21.0,10.0,31.0,0.0,2.0,2.0,4.0,3.0,7.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,5.0,12.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.19,0.5,0.387,0.261,0.429,0.242,1.0,0.0,4.0,0.2222222222222222,0.125,0.13793103448275862,0.0,0.25,0.034482758620689655,0.0,0.0,0.06896551724137931
57,김재호,2013,두산,0.063,9,16,0,1,0,0,0,1,0,0,1,3,0,1,1,0.063,0.21100000000000002,0,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.27399999999999997,1,0.06666666666666667,0.0,0.0,0.000,0.190,0.300,10.0,12.0,11.0,12.0,21.0,10.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.19,0.5,0.077,0.261,0.429,0.0,1.0,0.0,0.0,0.2222222222222222,0.125,0.0,0.0,0.25,0.0,0.0,0.0
57,김재호,2014,두산,0.250,10,20,4,5,1,0,0,6,2,2,0,5,0,4,2,0.3,0.4,1,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.7,4,0.25,0.0625,0.0,0.063,0.000,0.190,9.0,10.0,12.0,16.0,12.0,21.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,0.063,0.0,0.19,0.21100000000000002,0.077,0.261,0.0,0.0,1.0,0.06666666666666667,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
57,김재호,2015,두산,0.259,11,27,3,7,1,0,0,8,3,0,1,4,0,5,1,0.29600000000000004,0.355,1,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.6509999999999999,6,0.2727272727272727,0.045454545454545456,0.0,0.250,0.063,0.000,10.0,9.0,10.0,20.0,16.0,12.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,0.0,0.3,0.063,0.0,0.4,0.21100000000000002,0.077,1.0,0.0,0.0,0.25,0.06666666666666667,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
57,김재호,2016,두산,0.226,12,31,3,7,0,0,0,7,2,1,1,5,1,9,1,0.226,0.35100000000000003,0,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.5770000000000001,7,0.3181818181818182,0.0,0.0,0.259,0.250,0.063,11.0,10.0,9.0,27.0,20.0,16.0,3.0,4.0,0.0,7.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,1.0,0.29600000000000004,0.3,0.063,0.355,0.4,0.21100000000000002,1.0,1.0,0.0,0.2727272727272727,0.25,0.06666666666666667,0.045454545454545456,0.0625,0.0,0.0,0.0,0.0
57,김재호,2017,두산,0.308,5,13,1,4,0,0,1,7,2,0,0,0,0,2,1,0.5379999999999999,0.308,0,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.8460000000000001,3,0.3,0.0,0.0,0.226,0.259,0.250,12.0,11.0,10.0,31.0,27.0,20.0,3.0,3.0,4.0,7.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,4.0,5.0,1.0,0.0,0.0,9.0,5.0,4.0,1.0,1.0,2.0,0.226,0.29600000000000004,0.3,0.35100000000000003,0.355,0.4,0.0,1.0,1.0,0.3181818181818182,0.2727272727272727,0.25,0.0,0.045454545454545456,0.0625,0.0,0.0,0.0
57,김재호,2018,두산,0.200,6,15,2,3,1,0,0,4,0,0,0,0,0,4,1,0.267,0.2,0,181cm/75kg,1985년 03월 21일,내야수(우투우타),남정초-중앙중-중앙고-두산-상무,20000만원,0.467,2,0.18181818181818182,0.09090909090909091,0.0,0.308,0.226,0.259,5.0,12.0,11.0,13.0,31.0,27.0,1.0,3.0,3.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,8.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,2.0,9.0,5.0,1.0,1.0,1.0,0.5379999999999999,0.226,0.29600000000000004,0.308,0.35100000000000003,0.355,0.0,0.0,1.0,0.3,0.3181818181818182,0.2727272727272727,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
58,김재환,2008,두산,0.250,7,8,0,2,0,0,0,2,0,0,0,0,0,2,0,0.25,0.25,0,183cm/90kg,1988년 09월 22일,외야수(우투좌타),영랑초-상인천중-인천고-두산-상무,15000만원,0.5,2,0.3333333333333333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
